"Module Name","Display Name","Description","Driver Type","Start Mode","State","Status","Accept Stop","Accept Pause","Paged Pool(bytes)","Code(bytes)","BSS(bytes)","Link Date","Path","Init(bytes)"
"WacomPen","Wacom Serial Pen HID Driver","Wacom Serial Pen HID Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","12,288","16,384","0","","C:\Windows\system32\drivers\wacompen.sys","4,096"
"wanarp","Remote Access IP ARP Driver","Remote Access IP ARP Driver","Kernel ","Auto","Running","OK","TRUE","FALSE","53,248","28,672","0","","C:\Windows\system32\DRIVERS\wanarp.sys","4,096"
"wanarpv6","Remote Access IPv6 ARP Driver","Remote Access IPv6 ARP Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","53,248","28,672","0","","C:\Windows\system32\DRIVERS\wanarp.sys","4,096"
"wcifs","Windows Container Isolation","Windows Container Isolation","File System ","Auto","Running","OK","TRUE","FALSE","135,168","36,864","0","","C:\Windows\system32\drivers\wcifs.sys","8,192"
"WdAiNisDrv","Microsoft WdAiNisDrv Driver","Microsoft WdAiNisDrv Driver","Kernel ","Disabled","Stopped","OK","FALSE","FALSE","16,384","8,192","0","","C:\Windows\system32\drivers\wd\WdAiNisDrv.sys","8,192"
"WdBoot","Microsoft Defender Antivirus Boot Driver","Microsoft Defender Antivirus Boot Driver","Kernel ","Boot","Stopped","OK","FALSE","FALSE","4,096","4,096","0","","C:\Windows\system32\drivers\wd\WdBoot.sys","4,096"
"WDC_SAM","WD SCSI Pass Thru driver","WD SCSI Pass Thru driver","Kernel ","Manual","Running","OK","TRUE","FALSE","0","8,192","0","7/6/2020 4:55:41 AM","C:\Windows\system32\drivers\wdcsam64.sys","4,096"
"Wdf01000","Kernel Mode Driver Frameworks service","Kernel Mode Driver Frameworks service","Kernel ","Boot","Running","OK","TRUE","FALSE","49,152","708,608","0","","C:\Windows\system32\drivers\Wdf01000.sys","4,096"
"WdFilter","Microsoft Defender Antivirus Mini-Filter Driver","Microsoft Defender Antivirus Mini-Filter Driver","File System ","Boot","Running","OK","TRUE","FALSE","380,928","69,632","0","","C:\Windows\system32\drivers\wd\WdFilter.sys","45,056"
"wdiwifi","WDI Driver Framework","WDI Driver Framework","Kernel ","Manual","Running","OK","TRUE","FALSE","4,096","925,696","0","","C:\Windows\system32\DRIVERS\wdiwifi.sys","4,096"
"WdmCompanionFilter","WdmCompanionFilter","WdmCompanionFilter","Kernel ","Manual","Stopped","OK","FALSE","FALSE","4,096","12,288","0","","C:\Windows\system32\drivers\WdmCompanionFilter.sys","4,096"
"WdNisDrv","Microsoft Defender Antivirus Network Inspection System Driver","Microsoft Defender Antivirus Network Inspection System Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","12,288","65,536","0","","C:\Windows\system32\drivers\wd\WdNisDrv.sys","4,096"
"WFPLWFS","Microsoft Windows Filtering Platform","Microsoft Windows Filtering Platform","Kernel ","Boot","Running","OK","TRUE","FALSE","8,192","135,168","0","","C:\Windows\system32\drivers\wfplwfs.sys","4,096"
"Wificx","Wifi Network Adapter Class Extension","Wifi Network Adapter Class Extension","Kernel ","Manual","Stopped","OK","FALSE","FALSE","8,192","892,928","0","","C:\Windows\system32\drivers\WifiCx.sys","4,096"
"WIMMount","WIMMount","WIMMount","File System ","Manual","Stopped","OK","FALSE","FALSE","12,288","16,384","0","","C:\Windows\system32\drivers\wimmount.sys","4,096"
"WinAccelCx0101","Microsoft Accelerator Class Extension Driver","Microsoft Accelerator Class Extension Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","8,192","86,016","0","","C:\Windows\system32\drivers\WinAccelCx.sys","4,096"
"WindowsTrustedRT","Windows Trusted Execution Environment Class Extension","Windows Trusted Execution Environment Class Extension","Kernel ","Boot","Running","OK","TRUE","FALSE","8,192","49,152","0","","C:\Windows\system32\drivers\WindowsTrustedRT.sys","4,096"
"WindowsTrustedRTProxy","Microsoft Windows Trusted Runtime Secure Service","Microsoft Windows Trusted Runtime Secure Service","Kernel ","Boot","Running","OK","TRUE","FALSE","4,096","8,192","0","","C:\Windows\system32\drivers\WindowsTrustedRTProxy.sys","4,096"
"wini3ctarget","Generic driver for I3C Target Devices","Generic driver for I3C Target Devices","Kernel ","Manual","Stopped","OK","FALSE","FALSE","12,288","16,384","0","","C:\Windows\system32\DriverStore\FileRepository\wini3ctarget.inf_amd64_03172bf77c954f94\wini3ctarget.sys","4,096"
"WinMad","WinMad Service","WinMad Service","Kernel ","Manual","Stopped","OK","FALSE","FALSE","4,096","20,480","0","6/19/2019 6:18:11 AM","C:\Windows\system32\drivers\winmad.sys","4,096"
"WinNat","Windows NAT Driver","Windows NAT Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","32,768","135,168","0","","C:\Windows\system32\drivers\winnat.sys","4,096"
"WINUSB","WinUsb Driver","WinUsb Driver","Kernel ","Manual","Running","OK","TRUE","FALSE","24,576","73,728","0","","C:\Windows\system32\drivers\WinUSB.SYS","4,096"
"WinVerbs","WinVerbs Service","WinVerbs Service","Kernel ","Manual","Stopped","OK","FALSE","FALSE","4,096","53,248","0","6/19/2019 6:18:12 AM","C:\Windows\system32\drivers\winverbs.sys","4,096"
"WmiAcpi","Microsoft Windows Management Interface for ACPI","Microsoft Windows Management Interface for ACPI","Kernel ","Manual","Running","OK","TRUE","FALSE","8,192","12,288","0","","C:\Windows\system32\drivers\wmiacpi.sys","4,096"
"Wof","Windows Overlay File System Filter Driver","Windows Overlay File System Filter Driver","File System ","Boot","Running","OK","TRUE","FALSE","114,688","73,728","0","","C:\Windows\system32\drivers\Wof.sys","8,192"
"WpdUpFltr","WPD Upper Class Filter Driver","WPD Upper Class Filter Driver","Kernel ","Manual","Running","OK","TRUE","FALSE","8,192","16,384","0","","C:\Windows\system32\drivers\WpdUpFltr.sys","4,096"
"ws2ifsl","Winsock IFS Driver","Winsock IFS Driver","Kernel ","Disabled","Stopped","OK","FALSE","FALSE","12,288","12,288","0","","C:\Windows\system32\drivers\ws2ifsl.sys","4,096"
"wtd","wtd","wtd","Kernel ","Auto","Running","OK","TRUE","FALSE","28,672","28,672","0","","C:\Windows\system32\drivers\wtd.sys","4,096"
"WudfPf","User Mode Driver Frameworks Platform Driver","User Mode Driver Frameworks Platform Driver","Kernel ","Manual","Running","OK","TRUE","FALSE","12,288","94,208","0","","C:\Windows\system32\drivers\WudfPf.sys","4,096"
"WUDFRd","Windows Driver Foundation - User-mode Driver Framework Reflector","Windows Driver Foundation - User-mode Driver Framework Reflector","Kernel ","Manual","Running","OK","TRUE","FALSE","12,288","286,720","0","","C:\Windows\system32\drivers\WUDFRd.sys","4,096"
"WUDFWpdFs","WPD File System driver","WPD File System driver","Kernel ","Manual","Running","OK","TRUE","FALSE","12,288","286,720","0","","C:\Windows\system32\DRIVERS\WUDFRd.sys","4,096"
"xboxgip","Xbox Game Input Protocol Driver","Xbox Game Input Protocol Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","16,384","307,200","0","","C:\Windows\system32\drivers\xboxgip.sys","8,192"
"xinputhid","XINPUT HID Filter Driver","XINPUT HID Filter Driver","Kernel ","Manual","Stopped","OK","FALSE","FALSE","8,192","73,728","0","","C:\Windows\system32\drivers\xinputhid.sys","4,096"
